pl_name,hostname,pl_letter,hd_name,hip_name,tic_id,gaia_dr3_id,ra,dec,sy_dist,sy_snum,sy_pnum,cb_flag,st_teff,st_mass,st_rad,st_lum,pl_rade,pl_bmasse,pl_bmassprov,pl_dens,pl_eqt,pl_insol,pl_orbper,pl_orbsmax,pl_orbeccen,pl_orbincl,discoverymethod,disc_year,disc_facility,pl_controv_flag
"NGTS-14 A b","NGTS-14 A","b",,,"TIC 197643976","Gaia DR3 6585082036193768832",328.5174799,-38.3774193,322.14800000,2,1,0,5187.00,0.898000,0.842000,-0.31088,4.97679600,29.24036000,"Mass",1.395000,1143.00,191.7820,3.53571730000,0.0403000000,0.000000,86.70000,"Transit",2021,"Next-Generation Transit Survey (NGTS)",0
"NGTS-15 b","NGTS-15","b",,,"TIC 1333933","Gaia DR3 4873830691665395584",73.3553101,-32.8003484,786.48500000,1,1,0,5600.00,0.995000,0.954000,-0.08571,12.32987877,238.68913366,"Mass",0.740000,1146.00,425.0000,3.27623000000,0.0441000000,0.000000,,"Transit",2021,"Next-Generation Transit Survey (NGTS)",0
"NGTS-16 b","NGTS-16","b",,,"TIC 166806344","Gaia DR3 4886825544715697792",58.2639299,-30.8046405,898.16800000,1,1,0,5550.00,1.002000,1.213000,0.11732,14.57167491,211.99154747,"Mass",0.380000,1177.00,480.0000,4.84532000000,0.0523000000,0.000000,,"Transit",2021,"Next-Generation Transit Survey (NGTS)",0
"NGTS-17 b","NGTS-17","b",,,"TIC 1309019","Gaia DR3 4873225513593736960",72.9005729,-34.2262128,1040.28000000,1,1,0,5650.00,1.025000,1.337000,0.24120,13.89913607,242.82090295,"Mass",0.500000,1457.00,1160.0000,3.24253000000,0.0391000000,0.000000,,"Transit",2021,"Next-Generation Transit Survey (NGTS)",0
"NGTS-18 b","NGTS-18","b",,,"TIC 142211778","Gaia DR3 3462511310147530752",180.5462193,-35.5486091,1096.19000000,1,1,0,5610.00,1.003000,1.392000,0.27030,13.56286665,129.99181846,"Mass",0.280000,1381.00,845.0000,3.05125000000,0.0448000000,0.000000,,"Transit",2021,"Next-Generation Transit Survey (NGTS)",0
"NGTS-2 b","NGTS-2","b",,,"TIC 125739286","Gaia DR3 6220602384081327104",215.1227617,-31.2020698,356.39100000,1,1,0,6478.00,1.640000,1.702000,0.63077,17.87835500,235.19420000,"Mass",0.226000,1468.00,1085.3500,4.51116400000,0.0630000000,0.000000,88.50000,"Transit",2018,"Next-Generation Transit Survey (NGTS)",0
"NGTS-20 b","NGTS-20","b",,,"TIC 257527578","Gaia DR3 5078704372599743104",46.2926368,-21.9336472,382.89800000,1,1,0,5980.00,1.470000,1.780000,0.64503,11.99360935,947.12865286,"Mass",3.020000,688.00,6.7645,54.18915000000,0.3130000000,0.432000,88.40000,"Transit",2022,"Transiting Exoplanet Survey Satellite (TESS)",0
"NGTS-21 b","NGTS-21","b",,,"TIC 441422655","Gaia DR3 6779308394419726848",311.2583112,-35.4278412,592.89100000,1,1,0,4660.00,0.720000,0.860000,-0.53854,14.90794433,750.07504052,"Mass",1.250000,1357.00,514.2853,1.54338970000,0.0236000000,0.000000,83.85000,"Transit",2022,"Next-Generation Transit Survey (NGTS)",0
"NGTS-23 b","NGTS-23","b",,,"TIC 77287067","Gaia DR3 4816462091938129408",70.4322947,-40.0445299,1074.95000000,1,1,0,6057.00,1.010000,1.240000,0.28330,14.20177855,194.82881349,"Mass",0.374000,1327.00,815.7013,4.07643260000,0.0504000000,0.000000,89.12000,"Transit",2022,"Next-Generation Transit Survey (NGTS)",0
"NGTS-24 b","NGTS-24","b",,,"TIC 151920165","Gaia DR3 5397086969654628864",168.5638892,-37.9101328,683.06200000,1,1,0,5820.00,1.260000,1.640000,0.44592,13.60770257,165.27077164,"Mass",0.360000,1499.00,391.8300,3.46787960000,0.0479000000,0.000000,82.61000,"Transit",2022,"Next-Generation Transit Survey (NGTS)",0
"NGTS-25 b","NGTS-25","b",,,"TIC 290742484","Gaia DR3 6682513094425008640",307.4182976,-39.0323568,521.23300000,1,1,0,5321.00,0.910000,0.860000,-0.29158,11.46678726,203.09235207,"Mass",0.740000,1101.00,339.4356,2.82309300000,0.0388000000,0.000000,89.34000,"Transit",2022,"Next-Generation Transit Survey (NGTS)",0
"NGTS-26 b","NGTS-26","b",,,"TIC 392747437","Gaia DR3 6216644481523819776",217.6832961,-31.7324526,1093.69000000,1,1,0,5550.00,0.960000,1.160000,0.10106,14.88552637,92.80589484,"Mass",0.153000,1331.00,523.0000,4.51992790000,0.0490000000,0.000000,86.43000,"Transit",2024,"Next-Generation Transit Survey (NGTS)",0
"NGTS-27 b","NGTS-27","b",,,"TIC 305739565","Gaia DR3 6171451912217279872",206.0265266,-32.5229747,942.12200000,1,1,0,5700.00,1.070000,1.770000,0.51375,15.64773706,188.47224535,"Mass",0.266000,1783.00,1680.0000,3.37041810000,0.0446000000,0.000000,86.20000,"Transit",2024,"Transiting Exoplanet Survey Satellite (TESS)",0
"NGTS-3 A b","NGTS-3 A","b",,,"TIC 124778445","Gaia DR3 2885350546895266432",94.4447595,-35.7063640,743.97200000,2,1,0,5600.00,1.017000,0.930000,-0.14400,16.58932000,756.43540000,"Mass",0.310000,1434.44,1000.5679,1.67537280000,0.0230000000,,89.56000,"Transit",2018,"Next-Generation Transit Survey (NGTS)",0
"NGTS-30 b","NGTS-30","b",,,"TIC 322807371","Gaia DR3 3533836281547278848",173.7148670,-24.6054801,238.37700000,1,1,0,5455.00,0.940000,0.913000,-0.18738,10.40193409,305.11527072,"Mass",1.490000,500.00,172.8570,98.29838000000,0.4080000000,0.294000,89.48300,"Transit",2024,"Transiting Exoplanet Survey Satellite (TESS)",0
"NGTS-31 b","NGTS-31","b",,,"TIC 167714124","Gaia DR3 4819647205326045824",80.4212533,-38.6568270,497.37600000,1,1,0,5710.00,0.960000,1.700000,0.44300,18.04645893,355.96781584,"Mass",0.300000,1410.00,643.0000,4.16273400000,0.0640000000,0.000000,85.60000,"Transit",2025,"Transiting Exoplanet Survey Satellite (TESS)",0
"NGTS-32 b","NGTS-32","b",,,"TIC 309694541","Gaia DR3 6305395724382388224",223.8576228,-18.4323191,837.45700000,1,1,0,5680.00,1.070000,1.850000,0.47092,15.91675259,181.16219199,"Mass",0.240000,1750.00,1554.0000,3.31211000000,0.0440000000,0.000000,86.90000,"Transit",2025,"Next-Generation Transit Survey (NGTS)",0
"NGTS-33 b","NGTS-33","b",,,"TIC 97921547","Gaia DR3 5590415817155428224",107.8333348,-35.8505185,437.85500000,1,1,0,7437.00,1.600000,1.470000,0.77159,18.38272835,1153.71711741,"Mass",0.190000,1991.00,2620.0000,2.82797200000,0.0480000000,0.000000,83.94000,"Transit",2024,"Transiting Exoplanet Survey Satellite (TESS)",0
"NGTS-34 b","NGTS-34","b",,,"TIC 147277741","Gaia DR3 5387844681072434944",162.4997176,-44.5478575,120.47500000,1,1,0,6134.00,1.266000,1.367000,0.37658,3.65000000,19.10000000,"Mass",2.160000,624.00,36.0339,43.12655000000,0.2570000000,,88.87400,"Transit",2025,"Transiting Exoplanet Survey Satellite (TESS)",0
"NGTS-35 b","NGTS-35","b",,,"TIC 333736132","Gaia DR3 3531943236058701824",170.2763360,-26.0666162,183.07800000,1,1,0,4717.00,0.789000,0.753000,-0.59688,10.90000000,152.00000000,"Mass",0.645000,451.00,9.8437,25.24119200000,0.1600000000,0.192000,88.81600,"Transit",2025,"Transiting Exoplanet Survey Satellite (TESS)",0
"NGTS-38 b","NGTS-38","b",,,"TIC 65910228","Gaia DR3 5606317297918628992",108.7147541,-29.4306223,268.63700000,1,1,0,6310.00,1.460000,1.880000,0.69214,12.11690814,1516.04150139,"Mass",4.670000,457.00,10.1316,180.52797000000,0.6970000000,0.308600,,"Transit",2026,"Transiting Exoplanet Survey Satellite (TESS)",0
"NGTS-39 b","NGTS-39","b",,,"TIC 453147896","Gaia DR3 3156473342454773248",109.9386973,9.9412647,278.40200000,1,1,0,6053.00,1.160000,1.160000,0.19912,12.19537100,466.25427307,"Mass",1.411000,519.00,16.7057,58.20472000000,0.3077000000,0.386000,,"Transit",2026,"Transiting Exoplanet Survey Satellite (TESS)",0
"NGTS-4 b","NGTS-4","b",,,"TIC 143143769","Gaia DR3 2891248292906892032",89.5988945,-30.8117992,280.55500000,1,1,0,5143.00,0.750000,0.840000,-0.35330,3.18000000,20.60000000,"Mass",3.450000,1650.00,886.9841,1.33735080000,0.0190000000,0.000000,82.50000,"Transit",2019,"Next-Generation Transit Survey (NGTS)",0
"NGTS-5 b","NGTS-5","b",,,"TIC 368739874","Gaia DR3 1159042833731813760",221.0582692,5.6053735,306.77900000,1,1,0,4987.00,0.661000,0.739000,-0.51087,12.73342400,72.78307000,"Mass",0.194000,952.00,101.2530,3.35698660000,0.0382000000,0.000000,86.60000,"Transit",2019,"Next-Generation Transit Survey (NGTS)",0
"NGTS-6 b","NGTS-6","b",,,"TIC 1528696","Gaia DR3 4875693023844840448",75.7953820,-30.3994612,308.26200000,1,1,0,4730.00,0.767000,0.754000,-0.59176,14.86313400,425.57437000,"Mass",0.711000,1283.90,983.4246,0.88205900000,0.0167700000,0.000000,78.23100,"Transit",2019,"Next-Generation Transit Survey (NGTS)",0
"NGTS-8 b","NGTS-8","b",,,"TIC 102068384","Gaia DR3 6840435777723109888",328.9759206,-14.0684399,428.97600000,1,1,0,5241.00,0.890000,0.980000,-0.20993,12.21781000,295.58190000,"Mass",0.890000,1345.00,503.0000,2.49970000000,0.0350000000,0.010000,86.90000,"Transit",2019,"Next-Generation Transit Survey (NGTS)",0
"NGTS-9 b","NGTS-9","b",,,"TIC 176685457","Gaia DR3 5678340222972504832",141.9206435,-19.3476477,609.12800000,1,1,0,6330.00,1.340000,1.380000,0.38944,11.99363000,921.70700000,"Mass",2.930000,1448.00,729.0000,4.43527000000,0.0580000000,0.060000,84.10000,"Transit",2019,"Next-Generation Transit Survey (NGTS)",0
"NN Ser c","NN Ser","c",,,"TIC 172608008","Gaia DR3 1191504471436192512",238.2337015,12.9120871,515.81800000,2,2,1,57000.00,0.535000,,,12.60000000,2329.60000000,"Mass",6.400000,,,6987.00000000000,5.3500000000,0.089000,,"Eclipse Timing Variations",2010,"Multiple Observatories",1
"NN Ser d","NN Ser","d",,,"TIC 172608008","Gaia DR3 1191504471436192512",238.2337015,12.9120871,515.81800000,2,2,1,57000.00,0.535000,,,13.30000000,724.62200000,"Mass",1.690000,,,2880.00000000000,3.3900000000,0.240000,,"Eclipse Timing Variations",2010,"Multiple Observatories",1
"NSVS 14256825 b","NSVS 14256825","b",,,"TIC 404635917","Gaia DR3 4245906369913936000",305.0019460,4.6323715,820.87700000,2,1,1,40000.00,0.419000,0.188000,1.97364,12.30000000,4497.29450000,"Msini",13.300000,473.47,9.6678,3225.00000000000,3.1200000000,0.120000,,"Eclipse Timing Variations",2019,"Multiple Observatories",1
"NY Vir b","NY Vir","b",,,"TIC 175402069","Gaia DR3 3637481302758519040",204.7005847,-2.0303873,544.02400000,2,2,1,32780.00,0.459000,0.151000,1.37508,13.30000000,730.97800000,"Mass",1.710000,338.12,2.1780,3160.00000000000,3.3000000000,0.150000,,"Eclipse Timing Variations",2011,"Multiple Observatories",1
"NY Vir c","NY Vir","c",,,"TIC 175402069","Gaia DR3 3637481302758519040",204.7005847,-2.0303873,544.02400000,2,2,1,32780.00,0.459000,0.151000,1.37508,12.80000000,1760.77820000,"Msini",4.610000,,,8799.00000000000,,0.150000,,"Eclipse Timing Variations",2019,"Winer Observatory",1
"OGLE-2003-BLG-235L b","OGLE-2003-BLG-235L","b",,,,,271.3181250,-28.8950000,5800.00000000,1,1,0,,0.630000,,,13.20000000,830.00000000,"Mass",1.980000,,,,4.3000000000,,,"Microlensing",2004,"OGLE",0
"OGLE-2005-BLG-071L b","OGLE-2005-BLG-071L","b",,,,,267.5407080,-34.6731944,3200.00000000,1,1,0,,0.460000,,,13.00000000,1200.00000000,"Mass",3.000000,55.00,,,3.6000000000,,,"Microlensing",2005,"OGLE",0
"OGLE-2005-BLG-169L b","OGLE-2005-BLG-169L","b",,,,,271.5221670,-30.7326389,4100.00000000,1,1,0,,0.690000,,,3.84000000,14.10000000,"Mass",1.370000,,,,3.5000000000,,,"Microlensing",2006,"OGLE",0
"OGLE-2005-BLG-390L b","OGLE-2005-BLG-390L","b",,,,,268.5799580,-30.3773056,6600.00000000,1,1,0,,0.220000,,,2.21000000,5.50000000,"Mass",2.800000,50.00,,3285.00000000000,2.6000000000,,,"Microlensing",2005,"OGLE",0
"OGLE-2006-BLG-109L b","OGLE-2006-BLG-109L","b",,,,,268.1437920,-30.0877778,1510.00000000,1,2,0,,0.510000,,,14.00000000,231.00000000,"Mass",0.463000,82.00,,1788.50000000000,2.3000000000,,,"Microlensing",2008,"OGLE",0
"OGLE-2006-BLG-109L c","OGLE-2006-BLG-109L","c",,,,,268.1437920,-30.0877778,1510.00000000,1,2,0,,0.510000,,,11.10000000,86.00000000,"Mass",0.346000,59.00,,4927.50000000000,4.5000000000,0.150000,64.00000,"Microlensing",2008,"OGLE",0
"OGLE-2006-BLG-284L A b","OGLE-2006-BLG-284L A","b",,,,,269.6592500,-29.1366667,4000.00000000,2,1,0,,0.350000,,,14.30000000,144.00000000,"Mass",0.271000,,,,2.1700000000,,,"Microlensing",2020,"OGLE",0
"OGLE-2007-BLG-349L AB c","OGLE-2007-BLG-349L A","c",,,,,271.3518070,-26.4219437,2760.00000000,2,1,1,,0.410000,,,10.70000000,80.00000000,"Mass",0.359000,,,2557.00000000000,2.5900000000,,,"Microlensing",2016,"OGLE",0
"OGLE-2007-BLG-368L b","OGLE-2007-BLG-368L","b",,,,,269.1081670,-32.2374167,5900.00000000,1,1,0,,0.640000,,,4.72000000,20.00000000,"Mass",1.050000,,,,2.8000000000,,,"Microlensing",2009,"OGLE",0
"OGLE-2008-BLG-092L b","OGLE-2008-BLG-092L","b",,,,,267.5407080,-34.6731944,8100.00000000,2,1,0,,0.710000,,,8.74000000,57.00000000,"Mass",0.469000,,,,15.0000000000,,,"Microlensing",2014,"OGLE",0
"OGLE-2008-BLG-355L b","OGLE-2008-BLG-355L","b",,,,,269.7867080,-30.7594722,6800.00000000,1,1,0,,0.370000,,,12.90000000,1500.00000000,"Mass",3.840000,,,,1.7000000000,,,"Microlensing",2014,"OGLE",0
"OGLE-2011-BLG-0173L b","OGLE-2011-BLG-0173L","b",,,,,269.3157350,-28.2338619,6100.00000000,1,1,0,,0.410000,,,9.01000000,60.00000000,"Mass",0.451000,,,,8.0000000000,,,"Microlensing",2018,"OGLE",0
"OGLE-2011-BLG-0251L b","OGLE-2011-BLG-0251L","b",,,,,264.5590830,-27.1361389,2570.00000000,1,1,0,,0.260000,,,14.20000000,170.00000000,"Mass",0.326000,,,,2.7200000000,,,"Microlensing",2012,"OGLE",0
"OGLE-2011-BLG-0265L b","OGLE-2011-BLG-0265L","b",,,,,269.4488330,-27.3945278,4380.00000000,1,1,0,,0.211000,,,13.90000000,280.00000000,"Mass",0.573000,,,,1.8900000000,,,"Microlensing",2015,"OGLE",0
"OGLE-2012-BLG-0026L b","OGLE-2012-BLG-0026L","b",,,,,263.5779170,-27.1427500,4019.00000000,1,2,0,,1.060000,,,7.72000000,46.10000000,"Mass",0.551000,,,,4.0000000000,,,"Microlensing",2012,"OGLE",0
"OGLE-2012-BLG-0026L c","OGLE-2012-BLG-0026L","c",,,,,263.5779170,-27.1427500,4019.00000000,1,2,0,,1.060000,,,13.90000000,270.00000000,"Mass",0.552000,,,,4.8000000000,,,"Microlensing",2012,"OGLE",0
"OGLE-2012-BLG-0358L b","OGLE-2012-BLG-0358L","b",,,,,265.6948750,-24.2610000,1760.00000000,1,1,0,,0.022000,,,13.40000000,588.00000000,"Mass",1.340000,,,,0.8700000000,,,"Microlensing",2013,"OGLE",0
"OGLE-2012-BLG-0406L b","OGLE-2012-BLG-0406L","b",,,,,268.3257080,-30.4711667,4970.00000000,1,1,0,,0.440000,,,13.20000000,868.00000000,"Mass",2.070000,,,,3.4500000000,,,"Microlensing",2013,"OGLE",0
"OGLE-2012-BLG-0563L b","OGLE-2012-BLG-0563L","b",,,,,271.4905000,-27.7120000,1300.00000000,1,1,0,,0.340000,,,13.60000000,120.00000000,"Mass",0.262000,,,,0.7400000000,,,"Microlensing",2015,"OGLE",0
"OGLE-2012-BLG-0724L b","OGLE-2012-BLG-0724L","b",,,,,268.9682917,-29.8185278,6700.00000000,1,1,0,,0.290000,,,14.30000000,150.00000000,"Mass",0.282000,,,,1.6000000000,,,"Microlensing",2016,"OGLE",0
"OGLE-2012-BLG-0838L b","OGLE-2012-BLG-0838L","b",,,,,273.0030830,-25.7116111,6320.00000000,1,1,0,,0.400000,,,8.39000000,53.10000000,"Mass",0.494000,,,,4.4300000000,,,"Microlensing",2020,"OGLE",0
"OGLE-2012-BLG-0950L b","OGLE-2012-BLG-0950L","b",,,,,272.0192570,-29.7315826,2600.00000000,1,1,0,,0.570000,,,6.56000000,35.00000000,"Mass",0.681000,,,,2.6000000000,,,"Microlensing",2016,"OGLE",0
"OGLE-2013-BLG-0102L b","OGLE-2013-BLG-0102L","b",,,,,268.0295000,-31.6905833,3040.00000000,1,1,0,,0.096000,,,12.30000000,4100.00000000,"Mass",12.100000,,,,0.8000000000,,,"Microlensing",2014,"OGLE",0
"OGLE-2013-BLG-0132L b","OGLE-2013-BLG-0132L","b",,,,,269.7646180,-28.4210281,3900.00000000,1,1,0,,0.540000,,,11.60000000,92.00000000,"Mass",0.324000,,,,3.6000000000,,,"Microlensing",2017,"OGLE",0
"OGLE-2013-BLG-0341L B b","OGLE-2013-BLG-0341L B","b",,,,,268.0312080,-29.8461111,911.00000000,2,1,0,,0.112700,,,1.16000000,1.66000000,"Mass",5.840000,,,,0.7020000000,,,"Microlensing",2014,"OGLE",0
"OGLE-2013-BLG-0911L b","OGLE-2013-BLG-0911L","b",,,,,268.8832500,-29.2538333,3220.00000000,1,1,0,,0.290000,,,12.50000000,3020.00000000,"Mass",8.500000,,,,0.3900000000,,,"Microlensing",2019,"OGLE",0
"OGLE-2013-BLG-1721L b","OGLE-2013-BLG-1721L","b",,,,,268.1265560,-30.2926941,6300.00000000,1,1,0,,0.460000,,,14.10000000,200.00000000,"Mass",0.392000,,,,2.6000000000,,,"Microlensing",2017,"OGLE",0
"OGLE-2013-BLG-1761L b","OGLE-2013-BLG-1761L","b",,,,,268.4094850,-28.8952713,6900.00000000,1,1,0,,0.330000,,,13.20000000,860.00000000,"Mass",2.050000,,,,1.8000000000,,,"Microlensing",2017,"OGLE",0
"OGLE-2014-BLG-0124L b","OGLE-2014-BLG-0124L","b",,,,,270.6217083,-28.3962500,3500.00000000,1,1,0,,0.900000,,,14.10000000,206.58846455,"Mass",0.405000,,,,3.4800000000,,,"Microlensing",2015,"OGLE",0
"OGLE-2014-BLG-0221L b","OGLE-2014-BLG-0221L","b",,,,,270.3037500,-27.4267639,3680.00000000,1,1,0,,0.690000,,,12.90000000,1382.55357045,"Mass",3.540000,,,,3.7600000000,,,"Microlensing",2024,"OGLE",0
"OGLE-2014-BLG-0319L b","OGLE-2014-BLG-0319L","b",,,,,266.9611667,-33.9350444,7730.00000000,1,1,0,,0.520000,,,14.10000000,181.16219199,"Mass",0.355000,,,,3.4900000000,,,"Microlensing",2022,"OGLE",0
"OGLE-2014-BLG-0676L b","OGLE-2014-BLG-0676L","b",,,,,268.1020833,-30.5483889,2670.00000000,1,1,0,,0.730000,,,13.00000000,1169.60853776,"Mass",2.930000,,,,4.5300000000,,,"Microlensing",2016,"OGLE",0
"OGLE-2014-BLG-1722L b","OGLE-2014-BLG-1722L","b",,,,,268.7523800,-31.4690552,6400.00000000,1,2,0,,0.400000,,,8.59000000,55.30000000,"Mass",0.479000,,,,1.5000000000,,,"Microlensing",2018,"OGLE",0
"OGLE-2014-BLG-1722L c","OGLE-2014-BLG-1722L","c",,,,,268.7523800,-31.4690552,6400.00000000,1,2,0,,0.400000,,,11.00000000,83.70000000,"Mass",0.346000,,,,1.7000000000,,,"Microlensing",2018,"OGLE",0
"OGLE-2014-BLG-1760L b","OGLE-2014-BLG-1760L","b",,,,,269.4090000,-28.9620472,7056.00000000,1,1,0,,0.803000,,,13.80000000,295.89824692,"Mass",0.619000,,,,1.8870000000,,,"Microlensing",2016,"OGLE",0
"OGLE-2015-BLG-0051L b","OGLE-2015-BLG-0051L","b",,,,,269.6625370,-28.0316944,8200.00000000,1,1,0,,0.100000,,,14.00000000,230.00000000,"Mass",0.461000,,,,0.7300000000,,,"Microlensing",2016,"OGLE",0
"OGLE-2015-BLG-0954L b","OGLE-2015-BLG-0954L","b",,,,,270.1843330,-28.6608889,1200.00000000,1,1,0,,0.300000,,,13.10000000,1100.00000000,"Mass",2.690000,,,,1.6000000000,,,"Microlensing",2016,"KMTNet",0
"OGLE-2015-BLG-0966L b","OGLE-2015-BLG-0966L","b",,,,,268.7542500,-29.0471111,3300.00000000,1,1,0,,0.380000,,,4.86000000,21.00000000,"Mass",1.010000,,,,2.7000000000,,,"Microlensing",2016,"OGLE",0
"OGLE-2015-BLG-1609L b","OGLE-2015-BLG-1609L","b",,,,,270.8237917,-26.9071111,3300.00000000,1,1,0,,0.170000,,,10.40000000,76.27881768,"Mass",0.373000,,,,,,,"Microlensing",2025,"OGLE",0
"OGLE-2015-BLG-1649L b","OGLE-2015-BLG-1649L","b",,,,,271.2050417,-32.6330278,4230.00000000,1,1,0,,0.340000,,,13.20000000,807.00000000,"Mass",1.930000,,,,2.0700000000,,,"Microlensing",2019,"OGLE",0
"OGLE-2015-BLG-1670L b","OGLE-2015-BLG-1670L","b",,,,,268.1587917,-28.5519167,6700.00000000,1,1,0,,0.550000,,,4.42000000,17.90000000,"Mass",1.140000,,,,2.6200000000,,,"Microlensing",2019,"OGLE",0
"OGLE-2015-BLG-1771L b","OGLE-2015-BLG-1771L","b",,,,,268.7990000,-28.8627500,7070.00000000,1,1,0,,0.077000,,,14.30000000,138.00000000,"Mass",0.259000,,,,0.8500000000,,,"Microlensing",2020,"OGLE",0
"OGLE-2016-BLG-0007L b","OGLE-2016-BLG-0007L","b",,,,,268.3560417,-29.6422500,4300.00000000,1,1,0,,0.590000,,,1.09000000,1.32000000,"Mass",5.600000,,,14200.00000000000,10.1000000000,,,"Microlensing",2025,"OGLE",0
"OGLE-2016-BLG-0263L b","OGLE-2016-BLG-0263L","b",,,,,269.8954160,-31.8186111,6500.00000000,1,1,0,,0.130000,,,13.00000000,1300.00000000,"Mass",3.250000,,,,5.4000000000,,,"Microlensing",2017,"OGLE",0
"OGLE-2016-BLG-0613L AB b","OGLE-2016-BLG-0613L AB","b",,,,,269.2604060,-28.1161671,3410.00000000,2,1,1,,0.720000,,,13.00000000,1330.00000000,"Mass",3.330000,,,,6.4000000000,,,"Microlensing",2017,"OGLE",0
"OGLE-2016-BLG-1067L b","OGLE-2016-BLG-1067L","b",,,,,273.2045000,-27.0126389,3730.00000000,1,1,0,,0.300000,,,14.30000000,140.00000000,"Mass",0.263000,,,,1.7000000000,,,"Microlensing",2019,"OGLE",0
"OGLE-2016-BLG-1093L b","OGLE-2016-BLG-1093L","b",,,,,269.0042917,-32.7134722,8120.00000000,1,1,0,,0.460000,,,14.00000000,225.65816897,"Mass",0.452000,,,,2.1300000000,,,"Microlensing",2022,"OGLE",0
"OGLE-2016-BLG-1190L b","OGLE-2016-BLG-1190L","b",,,,,269.7179260,-27.6135559,6770.00000000,1,1,0,,0.880000,,,12.30000000,4253.00000000,"Mass",12.600000,,,1220.00000000000,2.1700000000,0.420000,41.20000,"Microlensing",2017,"OGLE",0
"OGLE-2016-BLG-1195L b","OGLE-2016-BLG-1195L","b",,,,,268.8479310,-30.2072506,3910.00000000,1,1,0,,0.078000,,,1.11000000,1.43000000,"Mass",5.750000,,,,1.1600000000,,,"Microlensing",2017,"OGLE",0
"OGLE-2016-BLG-1227L b","OGLE-2016-BLG-1227L","b",,,,,265.5971250,-33.7597778,,1,1,0,,0.100000,,,13.90000000,250.00000000,"Mass",0.512000,,,,3.4000000000,,,"Microlensing",2020,"OGLE",0
"OGLE-2016-BLG-1266L b","OGLE-2016-BLG-1266L","b",,,,,267.8535833,-29.7422500,3080.00000000,1,1,0,,0.015000,,,12.40000000,3813.94088400,"Mass",11.000000,,,,0.4300000000,,,"Microlensing",2018,"OGLE",0
"OGLE-2016-BLG-1598L b","OGLE-2016-BLG-1598L","b",,,,,270.1907500,-29.1754389,5910.00000000,1,1,0,,0.550000,,,13.60000000,120.77479466,"Mass",0.264000,,,,2.5000000000,,,"Microlensing",2024,"OGLE",0
"OGLE-2016-BLG-1800L b","OGLE-2016-BLG-1800L","b",,,,,269.9032083,-30.8653611,6480.00000000,1,1,0,,0.410000,,,13.20000000,823.17557413,"Mass",1.970000,,,,1.8800000000,,,"Microlensing",2024,"OGLE",0
"OGLE-2017-BLG-0173L b","OGLE-2017-BLG-0173L","b",,,,,267.9706120,-29.2713604,4705.00000000,1,1,0,,0.396000,,,1.62000000,3.26900000,"Mass",4.230000,,,,3.9130000000,,,"Microlensing",2018,"OGLE",0
"OGLE-2017-BLG-0364L b","OGLE-2017-BLG-0364L","b",,,,,265.2278750,-34.6175833,7860.00000000,1,1,0,,0.490000,,,10.30000000,75.80000000,"Mass",0.381000,,,,3.7900000000,,,"Microlensing",2024,"OGLE",0
"OGLE-2017-BLG-0373L b","OGLE-2017-BLG-0373L","b",,,,,269.3294067,-31.9517231,5915.00000000,1,1,0,,0.248000,,,14.00000000,127.00000000,"Mass",0.254000,,,,2.4240000000,,,"Microlensing",2018,"OGLE",0
"OGLE-2017-BLG-0406L b","OGLE-2017-BLG-0406L","b",,,,,268.9996670,-29.8631389,5200.00000000,1,1,0,,0.560000,,,14.20000000,130.00000000,"Mass",0.249000,,,,3.5000000000,,,"Microlensing",2020,"OGLE",0
"OGLE-2017-BLG-0448L b","OGLE-2017-BLG-0448L","b",,,,,268.6686250,-31.0319167,7530.00000000,1,1,0,,0.500000,,,4.08000000,15.60000000,"Mass",1.260000,,,,5.7500000000,,,"Microlensing",2024,"OGLE",0
"OGLE-2017-BLG-0482L b","OGLE-2017-BLG-0482L","b",,,,,269.0488890,-30.5283604,5800.00000000,1,1,0,,0.200000,,,2.95000000,9.00000000,"Mass",1.930000,,,,1.8000000000,,,"Microlensing",2018,"OGLE",0
"OGLE-2017-BLG-0604L b","OGLE-2017-BLG-0604L","b",,,,,267.8916670,-30.9465556,3950.00000000,1,1,0,,0.700000,,,14.20000000,160.00000000,"Mass",0.307000,,,,4.0600000000,,,"Microlensing",2020,"OGLE",0
"OGLE-2017-BLG-0640L b","OGLE-2017-BLG-0640L","b",,,,,267.4651250,-29.4615000,6630.00000000,1,1,0,,0.320000,,,13.50000000,514.88201934,"Mass",1.150000,,,,1.1400000000,,,"Microlensing",2024,"OGLE",0
"OGLE-2017-BLG-1049L b","OGLE-2017-BLG-1049L","b",,,,,269.5335420,-27.1442222,5670.00000000,1,1,0,,0.550000,,,12.80000000,1760.00000000,"Mass",4.610000,,,,3.9200000000,,,"Microlensing",2020,"OGLE",0
"OGLE-2017-BLG-1099L b","OGLE-2017-BLG-1099L","b",,,,,263.9642500,-29.5858611,7250.00000000,1,1,0,,0.450000,,,13.10000000,959.84178914,"Mass",2.350000,,,,2.7300000000,,,"Microlensing",2021,"OGLE",0
"OGLE-2017-BLG-1140L b","OGLE-2017-BLG-1140L","b",,,,,266.8830570,-24.5226669,,1,1,0,,0.211000,,,13.50000000,505.00000000,"Mass",1.130000,,,,1.0200000000,,,"Microlensing",2018,"OGLE",0
